time,voltage,time_err,voltage_err
-0.001139,-0.305,1.4142135623730951e-05,0.03878592304028558
-0.001091,-0.20833333333333334,1.4142135623730951e-05,0.0408248290463863
-0.0010429999999999999,-0.08,1.414213562373096e-05,0.03336230624913196
-0.000995,0.03166666666666667,1.4142135623730955e-05,0.04249467144771536
-0.0009469999999999999,0.14833333333333334,1.414213562373095e-05,0.03818338662943289
-0.000899,0.25833333333333336,1.414213562373095e-05,0.035345089649325284
-0.0008509999999999999,0.33666666666666667,1.4142135623730955e-05,0.02869126009427088
-0.0008029999999999999,0.405,1.4142135623730953e-05,0.024494897427831782
-0.000755,0.4466666666666666,1.414213562373095e-05,0.019261736493723064
-0.0007069999999999998,0.4583333333333333,1.4142135623730948e-05,0.02035909510816205
-0.000659,0.4466666666666666,1.414213562373095e-05,0.019261736493723064
-0.000611,0.38500000000000006,1.4142135623730953e-05,0.02843757465350928
-0.000563,0.33166666666666667,1.4142135623730955e-05,0.02496374182283379
-0.0005149999999999999,0.235,1.414213562373095e-05,0.0318965719842717
-0.00046699999999999997,0.1366666666666667,1.414213562373095e-05,0.04071819021632413
-0.00041900000000000005,0.011666666666666667,1.4142135623730951e-05,0.03631584474730203
-0.000371,-0.115,1.414213562373095e-05,0.041388929416703565
-0.000323,-0.23666666666666666,1.414213562373095e-05,0.03318808935992428
-0.000275,-0.3333333333333333,1.414213562373095e-05,0.036673253690283375
-0.000227,-0.4166666666666667,1.4142135623730953e-05,0.028691260094270886
-0.000179,-0.465,1.414213562373095e-05,0.023031169805476568
-0.000131,-0.5066666666666667,1.414213562373095e-05,0.01926173649372309
-8.3e-05,-0.505,1.414213562373095e-05,0.01978141420187363
-3.5000000000000004e-05,-0.4566666666666666,1.414213562373095e-05,0.02334368300487058
1.3e-05,-0.4033333333333334,1.414213562373095e-05,0.026154501926331782
6.1e-05,-0.315,1.414213562373095e-05,0.03967257293746222
0.000109,-0.21666666666666665,1.414213562373095e-05,0.031021264329161538
0.000157,-0.09666666666666668,1.4142135623730953e-05,0.037144449719002916
0.00020500000000000002,0.016666666666666666,1.414213562373095e-05,0.042392233360314516
0.000253,0.135,1.414213562373095e-05,0.036948848308226714
0.000301,0.24,1.4142135623730953e-05,0.028892604740584613
0.00034899999999999997,0.33499999999999996,1.414213562373095e-05,0.028437574653509257
0.000397,0.4000000000000001,1.414213562373095e-05,0.026375218935831484
0.00044500000000000003,0.44833333333333325,1.414213562373095e-05,0.02035909510816205
0.0004930000000000001,0.465,1.4142135623730951e-05,0.023031169805476568
0.0005409999999999999,0.45166666666666666,1.414213562373095e-05,0.018572224859501454
0.000589,0.4083333333333334,1.414213562373095e-05,0.03534508964932527
0.000637,0.33499999999999996,1.414213562373095e-05,0.025875958289333048
0.000685,0.24333333333333332,1.414213562373095e-05,0.031021264329161545
0.000733,0.14333333333333334,1.4142135623730955e-05,0.04071819021632413
0.0007809999999999999,0.03,1.4142135623730953e-05,0.03387958215439679
0.0008289999999999999,-0.10333333333333333,1.4142135623730948e-05,0.04851415451603581
0.0008769999999999998,-0.22166666666666668,1.4142135623730946e-05,0.03908370801093543
0.0009249999999999999,-0.3316666666666667,1.4142135623730948e-05,0.034346908811820835
0.0009729999999999999,-0.395,1.4142135623730946e-05,0.029635466413829525
0.001021,-0.4583333333333333,1.414213562373095e-05,0.026320213205603123
0.0010689999999999999,-0.5033333333333333,1.4142135623730946e-05,0.020144406207413413
0.001117,-0.505,1.4142135623730953e-05,0.02303116980547659
0.001165,-0.4633333333333333,1.414213562373095e-05,0.026154501926331775
0.0012129999999999999,-0.4166666666666667,1.414213562373095e-05,0.026154501926331775
0.001261,-0.33166666666666667,1.4142135623730951e-05,0.032258017765277
0.001309,-0.24166666666666667,1.4142135623730953e-05,0.03225801776527702
0.001357,-0.11833333333333333,1.414213562373096e-05,0.03996375169169385
0.001405,0.0,1.4142135623730943e-05,0.040860313476419934
0.001453,0.12166666666666666,1.414213562373096e-05,0.03002414487312368
0.001501,0.2333333333333333,1.4142135623730953e-05,0.03045547950507524
0.001549,0.32,1.4142135623730951e-05,0.0353860694771753
0.0015970000000000001,0.39166666666666666,1.414213562373095e-05,0.023529198635010875
