time,voltage,time_err,voltage_err
-0.0008695,-0.7816666666666667,7.071067811865473e-06,0.03818338662943288
-0.0008455,-0.6416666666666667,7.071067811865475e-06,0.044101332590205065
-0.0008215000000000001,-0.47750000000000004,7.071067811865473e-06,0.05252328676095884
-0.0007975,-0.2925,7.071067811865476e-06,0.056817786559890004
-0.0007735,-0.09250000000000001,7.071067811865475e-06,0.05980039261176919
-0.0007495000000000001,0.10166666666666667,7.071067811865475e-06,0.059539294052179385
-0.0007255,0.2991666666666667,7.0710678118654756e-06,0.05882299658752716
-0.0007015,0.4808333333333333,7.071067811865473e-06,0.05452695118743668
-0.0006775,0.6466666666666666,7.07106781186548e-06,0.04705839727002172
-0.0006535,0.785,7.071067811865475e-06,0.0369488483082267
-0.0006295,0.8925000000000001,7.07106781186548e-06,0.028168746171414256
-0.0006055,0.9683333333333333,7.071067811865476e-06,0.019486152645597755
-0.0005815,1.0008333333333332,7.0710678118654756e-06,0.00717281502356773
-0.0005574999999999999,0.9866666666666667,7.071067811865475e-06,0.01403928236326069
-0.0005335,0.93,7.071067811865469e-06,0.025021729686848945
-0.0005095,0.84,7.071067811865476e-06,0.036355730365855425
-0.0004855,0.7200000000000001,7.071067811865476e-06,0.03683098884269107
-0.00046149999999999994,0.5658333333333334,7.071067811865476e-06,0.05055489196358029
-0.00043749999999999995,0.39916666666666667,7.071067811865474e-06,0.05157659282597322
-0.00041349999999999997,0.20833333333333334,7.071067811865473e-06,0.05402629526175328
-0.0003894999999999999,0.011666666666666667,7.071067811865474e-06,0.060982297264945216
-0.00036549999999999994,-0.18833333333333335,7.071067811865476e-06,0.06458339177182956
-0.0003415,-0.3791666666666666,7.071067811865476e-06,0.05911791214371397
-0.0003175,-0.5583333333333335,7.071067811865474e-06,0.04966554808583779
-0.0002935,-0.7108333333333333,7.071067811865473e-06,0.04412597250231843
-0.0002695,-0.84,7.071067811865474e-06,0.03438907814484381
-0.0002455,-0.9333333333333332,7.071067811865476e-06,0.02548088229082422
-0.00022150000000000002,-0.9958333333333335,7.071067811865475e-06,0.01017954755408104
-0.00019749999999999998,-1.0108333333333335,7.071067811865475e-06,0.01017954755408104
-0.00017350000000000002,-0.9833333333333334,7.071067811865475e-06,0.01833662684514171
-0.0001495,-0.9091666666666667,7.071067811865476e-06,0.02701314763087662
-0.0001255,-0.8024999999999999,7.071067811865475e-06,0.03602535339113998
-0.00010149999999999999,-0.6675,7.071067811865475e-06,0.044842720314644056
-7.75e-05,-0.5066666666666667,7.071067811865475e-06,0.051301891368360046
-5.35e-05,-0.32249999999999995,7.071067811865475e-06,0.05573617980387995
-2.9500000000000002e-05,-0.125,7.071067811865475e-06,0.06248478075569247
-5.500000000000001e-06,0.06833333333333334,7.071067811865475e-06,0.05806043827559023
1.85e-05,0.2708333333333333,7.071067811865475e-06,0.05563207290971534
4.25e-05,0.45249999999999996,7.071067811865475e-06,0.052688584688922326
6.65e-05,0.6200000000000001,7.071067811865475e-06,0.04568321925761286
9.049999999999999e-05,0.765,7.071067811865475e-06,0.038785923040285594
0.00011450000000000002,0.8791666666666668,7.071067811865476e-06,0.027333156591864093
0.0001385,0.9558333333333332,7.071067811865474e-06,0.01863065885242286
0.0001625,0.9975,7.071067811865475e-06,0.006756639246921769
0.0001865,0.9925,7.071067811865475e-06,0.009890707100936815
0.0002105,0.9424999999999999,7.071067811865475e-06,0.019836286468731097
0.00023449999999999998,0.8591666666666667,7.071067811865476e-06,0.03202127915684476
0.0002585,0.7399999999999999,7.071067811865476e-06,0.039562828403747224
0.0002825,0.5924999999999999,7.071067811865477e-06,0.046368092477478515
0.00030649999999999997,0.42333333333333334,7.071067811865475e-06,0.05130189136836004
0.00033050000000000006,0.23916666666666667,7.071067811865475e-06,0.05640819140843832
0.00035449999999999994,0.043333333333333335,7.071067811865475e-06,0.058582284506248264
0.0003785,-0.15833333333333335,7.071067811865475e-06,0.05835920751217648
0.0004024999999999999,-0.355,7.071067811865475e-06,0.05508886102194936
0.00042649999999999996,-0.5333333333333333,7.071067811865477e-06,0.05394575912466364
0.00045049999999999995,-0.6891666666666666,7.071067811865476e-06,0.04169419380563016
0.00047449999999999993,-0.8250000000000001,7.071067811865475e-06,0.0355087251984268
0.0004984999999999999,-0.9241666666666667,7.071067811865481e-06,0.02430184581765192
0.0005225,-0.9883333333333333,7.07106781186548e-06,0.013077250963165902
0.0005465,-1.0075,7.071067811865475e-06,0.009890707100936815
0.0005704999999999999,-0.9866666666666667,7.07106781186548e-06,0.015227739752537633
0.0005945,-0.9225,7.071067811865474e-06,0.023078316568852515
0.0006185,-0.8233333333333333,7.0710678118654756e-06,0.033708038864015355
0.0006425,-0.6908333333333334,7.071067811865471e-06,0.04412597250231842
0.0006665,-0.5308333333333334,7.071067811865475e-06,0.05038259418788842
0.0006905,-0.35166666666666674,7.071067811865476e-06,0.05654291687979461
0.0007145,-0.15916666666666668,7.071067811865476e-06,0.06028314831704208
0.0007385,0.043333333333333335,7.071067811865475e-06,0.05707863886335022
0.0007625,0.23750000000000002,7.071067811865471e-06,0.05757792451369143
0.0007865,0.42750000000000005,7.0710678118654756e-06,0.05135130496627257
0.0008105,0.5950000000000001,7.0710678118654756e-06,0.04615663313770509
0.0008345000000000001,0.7416666666666666,7.07106781186548e-06,0.03908370801093545
0.0008585,0.8591666666666665,7.071067811865475e-06,0.030348220586281897
0.0008825,0.9441666666666665,7.071067811865473e-06,0.022050666295102512
0.0009065000000000001,0.9941666666666666,7.071067811865477e-06,0.00928611242975074
0.0009305,0.9958333333333332,7.071067811865469e-06,0.01017954755408104
0.0009545,0.9541666666666666,7.071067811865475e-06,0.02165272684236664
