t,V,error_t,error_v
5.4e-06,0.2242424242424242,1.9339079605813715e-06,0.07806368806262867
1.2e-05,0.4678787878787878,1.933907960581372e-06,0.07647538720715868
1.8599999999999998e-05,0.703030303030303,1.9339079605813715e-06,0.06857864319910618
2.5200000000000003e-05,0.886060606060606,1.933907960581372e-06,0.06334130731301031
3.18e-05,1.0581818181818183,1.9339079605813715e-06,0.050090826596203356
3.839999999999999e-05,1.1903030303030304,1.9339079605813715e-06,0.04902071300001972
4.5e-05,1.315151515151515,1.933907960581372e-06,0.040936018074033215
5.160000000000001e-05,1.4315151515151516,1.9339079605813715e-06,0.034289321599553085
5.8200000000000005e-05,1.5151515151515154,1.9339079605813715e-06,0.035717748749852334
6.479999999999999e-05,1.5951515151515152,1.933907960581371e-06,0.02959320151246866
7.14e-05,1.6606060606060604,1.9339079605813715e-06,0.02474108348721229
7.8e-05,1.7127272727272727,1.933907960581372e-06,0.030748244591432324
8.46e-05,1.7648484848484847,1.933907960581372e-06,0.0239949489634293
9.120000000000001e-05,1.8096969696969698,1.933907960581372e-06,0.0265147186111847
9.78e-05,1.850909090909091,1.933907960581372e-06,0.025045413298101678
0.00010439999999999999,1.8921212121212123,1.933907960581372e-06,0.025465365665641736
0.000111,1.9103030303030302,1.9339079605813715e-06,0.017407765595569776
0.0001176,1.9333333333333333,1.9339079605813715e-06,0.031091263510296077
0.0001242,1.9503030303030302,1.9339079605813715e-06,0.02455667532526144
0.00013079999999999998,1.9745454545454544,1.933907960581372e-06,0.02195035721390845
0.0001374,1.992727272727273,1.9339079605813715e-06,0.021105794120443472
0.00014399999999999998,2.0,1.9339079605813715e-06,0.014142135623730963
0.0001506,2.0109090909090903,1.9339079605813715e-06,0.022962419891482
0.0001572,2.0181818181818185,1.933907960581371e-06,0.02022599587389728
0.00016379999999999997,2.0339393939393946,1.9339079605813707e-06,0.022630095274240737
0.0001704,2.0424242424242425,1.9339079605813715e-06,0.013926212476455839
0.00017700000000000002,2.041212121212121,1.933907960581371e-06,0.006963106238227919
0.0001836,2.046060606060606,1.933907960581371e-06,0.014564381625088395
0.00019020000000000002,2.043636363636364,1.9339079605813724e-06,0.011677484162422855
0.00019679999999999999,2.0484848484848484,1.9339079605813732e-06,0.019384467383902412
0.0002034,2.052121212121212,1.933907960581373e-06,0.023419753382238027
