t,V,error_t,error_v
2.6e-06,0.12842105263157894,1.1254628677422755e-06,0.1370021556154313
6.4e-06,0.5768421052631579,1.1254628677422752e-06,0.10939493343838326
1.0199999999999999e-05,0.8989473684210525,1.1254628677422757e-06,0.08575771664936212
1.4000000000000001e-05,1.1389473684210525,1.1254628677422759e-06,0.058679424450152576
1.78e-05,1.296842105263158,1.1254628677422757e-06,0.04485193314042052
2.16e-05,1.4294736842105262,1.1254628677422755e-06,0.04960663981212888
2.54e-05,1.5473684210526315,1.1254628677422755e-06,0.04011678856970233
2.92e-05,1.6042105263157898,1.1254628677422757e-06,0.026313450188424743
3.299999999999999e-05,1.6589473684210525,1.1254628677422757e-06,0.0205195670417031
3.679999999999999e-05,1.7010526315789474,1.1254628677422757e-06,0.027867690739178663
4.060000000000001e-05,1.726315789473684,1.1254628677422752e-06,0.03058876451607493
4.440000000000001e-05,1.7494736842105265,1.1254628677422757e-06,0.026135051858998018
4.82e-05,1.7831578947368418,1.1254628677422755e-06,0.027699304359285006
5.2e-05,1.7894736842105263,1.1254628677422757e-06,0.022478059477960673
5.58e-05,1.791578947368421,1.1254628677422755e-06,0.03149306059272547
5.960000000000001e-05,1.7936842105263158,1.125462867742275e-06,0.033368402604824536
6.340000000000001e-05,1.8021052631578944,1.1254628677422746e-06,0.02485042976789584
6.720000000000001e-05,1.808421052631579,1.1254628677422752e-06,0.028531300140710373
7.099999999999999e-05,1.8126315789473684,1.1254628677422752e-06,0.023295709014312764
7.479999999999999e-05,1.7978947368421054,1.1254628677422755e-06,0.02097060041752133
7.860000000000001e-05,1.8210526315789475,1.125462867742276e-06,0.024471011612859913
8.240000000000001e-05,1.8147368421052634,1.1254628677422755e-06,0.0273594227222708
8.62e-05,1.8168421052631576,1.1254628677422755e-06,0.03606362149481992
8.999999999999999e-05,1.8189473684210526,1.1254628677422755e-06,0.024471011612859944
9.379999999999999e-05,1.814736842105263,1.1254628677422759e-06,0.019823785111334098
9.76e-05,1.8147368421052634,1.1254628677422763e-06,0.019823785111334098
0.0001014,1.8189473684210526,1.1254628677422757e-06,0.0205195670417031
0.00010520000000000001,1.8126315789473684,1.1254628677422752e-06,0.023295709014312764
0.00010899999999999999,1.8168421052631576,1.1254628677422752e-06,0.02769930435928498
0.0001128,1.8042105263157895,1.1254628677422752e-06,0.026313450188424826
0.00011659999999999999,1.827368421052632,1.1254628677422757e-06,0.019102677317636787
0.0001204,1.8105263157894735,1.125462867742275e-06,0.026135051858998018
0.0001242,1.8105263157894735,1.125462867742275e-06,0.026135051858998018
0.000128,1.8042105263157895,1.125462867742276e-06,0.03237210552890048
0.00013179999999999998,1.8147368421052634,1.125462867742276e-06,0.03322790344351357
0.0001356,1.8105263157894735,1.1254628677422763e-06,0.022478059477960673
0.0001394,1.808421052631579,1.1254628677422755e-06,0.02853130014071034
0.0001432,1.823157894736842,1.1254628677422763e-06,0.030741327879030892
0.000147,1.8126315789473686,1.125462867742276e-06,0.023295709014312767
0.0001508,1.8252631578947371,1.1254628677422771e-06,0.02389058881480589
0.00015460000000000002,1.810526315789474,1.125462867742275e-06,0.022478059477960673
0.0001584,1.814736842105263,1.125462867742276e-06,0.03322790344351356
0.0001622,1.816842105263158,1.1254628677422746e-06,0.02769930435928498
0.000166,1.8168421052631576,1.1254628677422767e-06,0.03606362149481991
0.00016979999999999998,1.823157894736842,1.1254628677422752e-06,0.02427907914667538
0.00017359999999999996,1.8042105263157895,1.125462867742275e-06,0.022685234912624037
0.0001774,1.8168421052631576,1.125462867742274e-06,0.03350831266333562
0.00018119999999999999,1.8147368421052634,1.1254628677422746e-06,0.023890588814805883
0.000185,1.814736842105263,1.1254628677422742e-06,0.030435436410107285
0.0001888,1.8231578947368425,1.1254628677422752e-06,0.027699304359284985
0.00019260000000000002,1.8105263157894735,1.1254628677422752e-06,0.01809655713435458
0.0001964,1.8147368421052634,1.1254628677422765e-06,0.03322790344351359
0.0002002,1.810526315789474,1.1254628677422746e-06,0.022478059477960673
0.0002029,1.815,4.898979485566364e-07,0.020701966780270645
