gamma,xis,xis_err
1993886440703.287,1.7401381364990198,0.0008700690682495099
3004061995153.682,1.745347234177093,0.0008726736170885465
3353496033708.0825,1.7479686873864329,0.0008739843436932164
5310997051841.917,1.763430989547365,0.0008817154947736826
6106992513199.603,1.7700429911326427,0.0008850214955663214
