t,V,t_err,V_err
0.0002716,-0.002857142857142857,8.366600265340775e-07,0.007262730392025631
0.0002744,-0.002857142857142857,8.36660026534076e-07,0.007262730392025631
0.00027719999999999996,-0.005714285714285714,8.366600265340714e-07,0.00937614461876991
0.0002800000000000001,-0.004285714285714286,8.366600265340759e-07,0.008516306272526402
0.0002828,-0.002857142857142857,8.36660026534083e-07,0.007262730392025629
0.00028559999999999995,-0.002857142857142857,8.366600265340759e-07,0.007262730392025631
0.00028839999999999996,-0.005714285714285714,8.366600265340714e-07,0.00937614461876991
0.0002912,-0.002857142857142857,8.36660026534076e-07,0.007262730392025631
0.000294,-0.005714285714285714,8.366600265340776e-07,0.00937614461876991
0.00029680000000000006,-0.004285714285714286,8.366600265340735e-07,0.008516306272526402
0.00029959999999999996,-0.0014285714285714286,8.366600265340714e-07,0.005345224838248488
0.00030240000000000003,-0.005714285714285714,8.36660026534076e-07,0.00937614461876991
0.00030519999999999994,-0.0014285714285714286,8.366600265340775e-07,0.005345224838248488
0.00030799999999999995,-0.005714285714285714,8.366600265340735e-07,0.00937614461876991
0.00031079999999999997,-0.004285714285714286,8.36660026534072e-07,0.008516306272526402
0.00031360000000000003,-0.008571428571428572,8.36660026534076e-07,0.010271051820261909
0.0003164,-0.0014285714285714286,8.366600265340776e-07,0.005345224838248488
0.0003192,-0.004285714285714286,8.366600265340736e-07,0.008516306272526402
0.0003219999999999999,-0.0014285714285714286,8.36660026534072e-07,0.005345224838248488
0.00032480000000000003,-0.004285714285714286,8.366600265340795e-07,0.008516306272526402
0.00032759999999999994,-0.0014285714285714286,8.366600265340839e-07,0.005345224838248488
0.0003304,-0.004285714285714286,8.366600265340736e-07,0.008516306272526402
0.0003332,-0.004285714285714286,8.36660026534072e-07,0.008516306272526402
0.000336,-0.002857142857142857,8.366600265340795e-07,0.007262730392025631
0.0003388,-0.0014285714285714286,8.366600265340795e-07,0.005345224838248488
0.0003416,-0.004285714285714286,8.366600265340736e-07,0.008516306272526402
0.00034439999999999997,-0.0014285714285714286,8.36660026534072e-07,0.005345224838248488
0.00034720000000000004,-0.005714285714285714,8.366600265340795e-07,0.00937614461876991
0.00035000000000000005,-0.0071428571428571435,8.366600265340795e-07,0.009944903161976939
0.00035279999999999996,-0.0014285714285714286,8.36660026534072e-07,0.005345224838248488
0.0003556,-0.002857142857142857,8.366600265340735e-07,0.007262730392025631
0.0003584,-0.004285714285714286,8.366600265340795e-07,0.008516306272526402
0.00036119999999999994,-0.0014285714285714286,8.366600265340795e-07,0.005345224838248488
0.000364,-0.005714285714285714,8.36660026534072e-07,0.00937614461876991
0.00036679999999999997,-0.004285714285714286,8.366600265340735e-07,0.008516306272526402
0.0003696,-0.004285714285714286,8.366600265340775e-07,0.008516306272526402
0.0003724,-0.0014285714285714286,8.366600265340795e-07,0.005345224838248488
0.00037519999999999996,-0.004285714285714286,8.36660026534072e-07,0.008516306272526402
0.00037799999999999997,-0.005714285714285714,8.366600265340735e-07,0.00937614461876991
0.0003808,-0.0014285714285714286,8.366600265340775e-07,0.005345224838248488
0.0003836,-0.004285714285714286,8.36660026534076e-07,0.008516306272526402
0.00038639999999999996,-0.004285714285714286,8.36660026534072e-07,0.008516306272526402
0.0003892,-0.004285714285714286,8.366600265340735e-07,0.008516306272526402
0.00039199999999999993,-0.0014285714285714286,8.366600265340775e-07,0.005345224838248488
0.00039480000000000006,-0.004285714285714286,8.366600265340759e-07,0.008516306272526402
0.00039759999999999996,-0.0071428571428571435,8.366600265340714e-07,0.009944903161976939
0.00040040000000000003,-0.0014285714285714286,8.36660026534076e-07,0.009492622930986468
0.00040319999999999993,-0.0014285714285714286,8.366600265340775e-07,0.005345224838248488
0.0004048,0.0,1.4142135623731293e-07,0.0
